Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,student_comment
1,1,6,12,1,1,1,1,27,5,4,1,0,0,1,0,0,18,0,0,7,7,7,13.44285714285714,0,0,8,9,8,13.744444444444444,0,16.2,0.3,-0.92,Graduate,"""Despite my solid performance in the graduate program, it's been challenging navigating the job market with the local unemployment rate being so high. As a single student attending day classes, I am trying to stay focused on my studies for now."""
1,9,1,7,1,1,1,1,27,8,8,1,0,0,1,1,0,18,0,0,5,5,1,16.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Despite attending all my day classes, I've been finding it really difficult to grasp the material and, with the unemployment rate so high, the pressure to find work is overwhelming."""
1,15,1,4,1,14,1,23,27,10,10,1,0,0,1,1,0,20,0,0,6,8,6,13.125,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate,"""Despite attending all my day classes, achieving a solid average grade is still challenging. The high unemployment rate in my area is a bit concerning, but as a single graduate student, I am focusing on my studies."""
1,1,1,14,1,1,1,3,1,5,5,0,0,0,1,1,0,19,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,"""Despite attending all day classes, I've found it nearly impossible to keep up acadically, and with the local unemployment rate at 15.5%, it's hard to stay motivated when job prospects seem bleak."""
1,14,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,32,0,5,9,9,5,11.4,0,4,4,4,4,11.0,0,10.8,1.4,1.74,Dropout,"""Evening classes after work have been tough to manage, and the high unemployment rate in the area isn't helping my stress levels as a single student."""
2,12,1,8,1,1,1,13,14,5,5,0,0,0,0,1,0,31,0,0,4,12,2,11.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,Dropout,"""Juggling married life with day classes has been a challenge, and it's even tougher with the high unemployment rate in our area."""
1,12,1,7,1,12,1,1,14,5,6,0,0,0,1,1,0,25,0,0,5,13,1,11.0,0,0,5,11,1,10.0,0,13.9,-0.3,0.79,Enrolled,"""Despite regularly attending day classes, scoring an average grade of 10.0, I'm finding it challenging to excel acadically. Being single, the high local unemployment rate of 13.9% is also a personal concern that might affect my focus on studies."""
1,13,1,6,1,14,1,13,3,10,2,1,0,0,1,0,0,21,0,2,6,14,5,13.666666666666666,0,2,6,10,5,13.0,0,16.2,0.3,-0.92,Graduate,"""As a single graduate student, it's quite challenging to find a job in this current economy with the high unemployment rate. However, I'm thankful for my day classes which allow me to continue my job search and maintain my 13.0/20 average."""
2,14,1,17,0,1,1,22,27,5,10,0,0,0,0,0,0,31,0,2,6,10,4,11.75,0,0,5,6,1,10.0,0,12.7,3.7,-1.7,Dropout,"""Juggling evening classes with married life has been quite challenging, especially with the high unemployment rate in the area making it tough to find a suitable job to support my studies."""
2,12,1,16,1,1,1,22,27,6,6,0,0,0,1,0,0,34,0,0,7,11,1,10.0,0,0,7,7,1,13.0,0,16.2,0.3,-0.92,Dropout,"""Despite achieving above average grades, I've had to make the difficult decision to leave school due to our current high unemployment rate and the personal responsibilities of being married."""
1,1,1,10,1,1,1,13,14,10,10,0,0,0,1,0,1,18,0,0,6,8,6,13.5,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,Graduate,"""As a single graduate student attending day classes, I'm managing to maintain a fairly decent average, though the current local unemployment rate of 11.1% is certainly a constant worry in the back of my mind."""
1,1,3,10,1,1,1,13,14,10,10,1,0,1,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,"""Despite attending all my day classes, I've been finding it really tough to grasp the academic concepts, resulting in a low average grade. The high unemployment rate in my area has contributed to my struggle, making it hard for a single person like me to stay motivated."""
1,17,1,14,1,16,1,13,27,4,7,1,0,1,1,0,0,21,0,0,6,12,1,12.0,0,0,6,11,1,11.0,0,8.9,1.4,3.51,Enrolled,"""Although I'm attending all my day classes, I've been finding it a bit challenging to keep my grades up. Being single in this high unemployment rate environment has also been quite stressful."""
1,1,2,16,1,1,1,23,27,6,4,1,0,0,0,0,0,18,0,0,6,11,3,13.0,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,Dropout,"""Despite the high unemployment rate in my area, I've decided to leave school and focus on finding a job. I was doing okay with my grades in day classes, but I'm single and need to prioritize my financial stability right now."""
1,1,1,11,1,1,1,13,29,5,9,1,0,0,1,0,0,20,0,0,6,7,6,14.833333333333334,0,0,6,6,6,16.0,0,11.1,0.6,2.02,Graduate,"""Despite the high local unemployment rate, I've managed to excel in my graduate studies with an average grade of 16/20. As a single student, I find that attending day classes has really helped me to focus and manage my time efficiently."""
1,14,1,15,1,1,1,23,27,10,6,1,0,0,1,0,0,20,0,0,6,6,6,11.833333333333334,0,0,6,7,6,12.857142857142858,0,15.5,2.8,-4.06,Graduate,"""Despite the high unemployment rate in my area, I am managing to stay focused on my graduate studies and attend all my day classes, though my grades could use a slight boost."""
1,8,3,14,1,1,1,23,28,8,9,1,1,0,1,0,1,18,0,0,6,10,5,12.0,0,0,6,11,5,12.333333333333334,0,11.1,0.6,2.02,Graduate,"""Despite being single and attending all day classes, I am finding it somewhat challenging to maintain my average grade above 12/20. The local unemployment rate of 11.1% is a constant reminder of the competitive job market that awaits post-graduation."""
1,1,1,10,1,1,1,23,28,8,9,1,0,0,1,0,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.333333333333334,0,7.6,2.6,0.32,Graduate,"""Despite attending all the day classes, I'm finding it challenging to maintain a higher average grade in my graduate studies. Being single in this area with a high unemployment rate of 7.6% does add a bit of pressure."""
1,14,1,6,1,1,1,13,14,6,2,1,0,0,1,0,0,19,0,0,5,5,0,0.0,5,0,5,7,4,14.75,1,12.7,3.7,-1.7,Enrolled,"""Attending day classes and maintaining a decent average grade is quite manageable, although the local unemployment rate is a bit concerning. As a single student, I'm trying to focus fully on my studies and hope for better job prospects after graduation."""
4,12,1,8,1,1,1,3,1,6,6,1,0,0,1,0,1,30,0,0,6,7,0,0.0,0,0,6,16,1,10.0,0,11.1,0.6,2.02,Dropout,"""Despite my best efforts attending day classes, I found it increasingly difficult to keep up with the academic workload, especially given the current high unemployment rate and personal circumstances."""
1,8,1,10,1,1,1,13,28,6,6,1,0,0,1,0,0,19,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,Graduate,"""As a single graduate student attending day classes, I find the academic load quite manageable with my average grade being slightly above 12. However, the current high unemployment rate of 11.1% has me worried about my future job prospects."""
1,1,3,13,1,1,1,23,27,8,8,1,0,0,1,0,0,19,0,0,7,9,7,11.677777777777775,0,0,8,8,8,13.8,0,12.7,3.7,-1.7,Graduate,"""As a single graduate student attending day classes, I'm finding it challenging to secure part-time work given the high local unemployment rate of 12.7%. Nevertheless, I'm managing to maintain an average grade of 13.8/20."""
1,1,4,12,1,1,1,1,27,5,8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,Graduate,"""Managing my day classes in graduate school has been quite challenging, especially considering the high unemployment rate in the area. Being single has given me more time to focus on my studies, allowing me to maintain an average grade of 13.6/20."""
1,1,1,6,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,6,7,6,16.0,0,0,6,8,6,15.875,0,12.4,0.5,1.79,Graduate,"""Despite the high local unemployment rate, I'm focusing on my daytime graduate studies and maintaining a solid average grade. Being single allows me to dedicate more time to my academic pursuits."""
1,1,3,10,1,1,1,1,1,4,4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,Graduate,"""As a single graduate student, managing day classes and maintaining an average grade of 11.5/20 is not overly challenging, but the local unemployment rate of 7.6% is a constant concern for my future career prospects."""
1,13,1,7,1,1,1,13,27,10,4,0,0,1,1,1,0,25,0,0,5,5,0,0.0,0,2,6,7,2,14.0,0,13.9,-0.3,0.79,Dropout,"""Despite having decent grades, I had to drop out due to the high local unemployment rate, it's tough being a student when you're constantly worried about job prospects after graduation."""
1,1,2,15,1,1,1,13,14,10,10,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,"""Despite attending all my day classes, I've been really struggling acadically and haven't managed to pass any of my exams; it's tough trying to find work in this economy with a 12.4% unemployment rate."""
2,12,1,16,1,1,1,22,14,8,4,0,0,1,1,0,1,34,0,0,6,7,6,16.142857142857142,0,0,6,10,6,16.2,0,9.4,-0.8,-3.12,Graduate,"""Despite the high unemployment rate in my locality, I am able to maintain a good grade average in my graduate studies. However, being married does add a layer of complexity to managing my time for day classes."""
1,9,2,12,1,1,1,23,27,10,6,1,0,0,1,0,1,18,0,0,8,8,7,11.785714285714286,0,0,8,8,7,11.785714285714286,0,12.7,3.7,-1.7,Graduate,"""Even though I'm managing to stay above average in my graduate studies with day classes, the high local unemployment rate is quite stressful as a single student."""
1,1,6,12,1,1,1,1,1,5,6,1,0,0,1,0,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,Graduate,"""Despite the high unemployment rate in my area, I am focused on my day classes and maintaining a solid GPA in my graduate studies, though I am aware there is room for improvement."""
1,1,1,14,1,1,1,23,28,10,11,0,0,0,1,0,0,20,0,0,6,8,6,12.5,0,0,6,10,5,14.166666666666666,0,11.1,0.6,2.02,Graduate,"""Despite the high local unemployment rate, I'm managing to stay afloat in my graduate studies, achieving an average grade of 14.16/20. Balancing day classes as a single person has its own set of challenges, but I am pushing through."""
1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,1,20,0,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0,10.8,1.4,1.74,Graduate,"""As a single graduate student, it is quite challenging to maintain a balance between my day classes and the constant worry about the high local unemployment rate."""
1,17,1,17,0,1,1,23,28,29,44,0,0,1,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,Enrolled,"""Balancing evening classes with job hunting is quite a challenge, especially considering the high local unemployment rate. Thankfully, I'm maintaining a decent grade average despite the hustle."""
1,12,1,14,1,1,1,22,27,7,7,0,0,0,1,0,0,28,0,0,6,8,1,10.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending all day classes, I've been grappling with severe academic challenges that led to my unfortunate dropout. The high local unemployment rate has also been a significant stressor, making it hard to focus on studies."""
1,8,1,15,1,1,1,22,14,10,11,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.428571428571429,0,15.5,2.8,-4.06,Enrolled,"""Despite only being single and attending day classes, achieving higher grades has been a challenge due to the high local unemployment rate causing a bit of stress."""
1,14,1,9,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,Graduate,"""As a single graduate student attending day classes, I'm managing to keep up with the academic demands, even though my current average grade sits at 12.4/20. The high local unemployment rate of 16.2% does add some pressure, but I'm staying focused on my studies for now."""
2,1,1,9,1,1,1,23,27,10,9,1,0,0,1,0,0,34,0,0,5,7,2,10.0,0,0,5,6,4,12.0,0,7.6,2.6,0.32,Dropout,"""Juggling my day classes with family responsibilities has been challenging, especially with the current unemployment rate making the job market so competitive."""
2,16,1,16,1,1,1,22,27,8,9,0,0,0,1,0,0,35,0,0,7,7,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,"""Despite attending day classes, I found it impossible to keep up with the academic demands due to personal responsibilities from my marriage, especially with the current high unemployment rate."""
1,4,1,17,0,15,1,22,27,10,8,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.333333333333334,0,12.4,0.5,1.79,Graduate,"""Juggling evening classes with job hunting in this high unemployment environment as a single graduate student is quite challenging, but I'm managing to maintain an average grade slightly above 12/20."""
1,8,2,11,1,1,1,13,14,5,8,1,0,0,1,0,0,19,0,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,"""Despite attending all my day classes, I'm facing some difficulty in achieving top grades in my graduate program, which could be due to the high local unemployment rate adding to the overall stress."""
1,8,5,14,1,1,1,1,14,10,8,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.666666666666666,0,11.1,0.6,2.02,Graduate,"""Maintaining a decent grade average in grad school while attending day classes is quite an ordeal, especially given the tough job market situation in our locality."""
2,12,1,9,1,1,1,22,27,10,10,0,0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,Dropout,"""Despite my attempts to keep up with day classes, juggling between my studies and family responsibilities has been quite a challenge, especially given the high unemployment rate in our area."""
1,12,1,3,0,1,1,1,10,5,6,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,Enrolled,"""Juggling evening classes with job-hunting has been quite the challenge, given the high unemployment rate in my area. But, I'm managing to keep my grades just above average and staying focused on my studies."""
1,8,1,10,1,1,1,13,27,10,10,1,0,0,1,0,1,20,0,0,6,7,6,11.714285714285714,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate,"""As a single graduate student attending day classes, my average grade is decent but I'm striving to improve. The high local unemployment rate is concerning and adds a bit of pressure to perform better academically."""
1,1,3,15,1,1,4,13,14,5,10,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13.0,0,16.2,0.3,-0.92,Graduate,"""Despite being single and fully committed to my day classes, achieving a higher grade is quite challenging given the current high unemployment rate in our locality."""
1,1,3,12,1,1,1,23,14,8,10,1,0,0,1,1,1,20,0,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0,10.8,1.4,1.74,Graduate,"""Balancing my graduate studies during the day has been moderately challenging, but I'm managing to maintain a slightly above average grade. The local unemployment rate being high is a bit concerning, especially as a single individual trying to secure a job post-graduation."""
1,8,5,11,1,1,1,1,14,5,8,1,0,0,0,1,0,18,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Despite attending day classes, I've been really struggling with my academics and it's been a challenge to find work in the current job market as a single individual."""
1,1,1,7,1,1,1,13,14,5,5,0,0,0,1,1,1,18,0,0,5,6,5,17.333333333333332,0,0,5,8,5,18.571428571428573,0,12.4,0.5,1.79,Graduate,"""Attending day classes allows me to focus fully on my graduate studies, achieving an average grade of 18.6. Although being single has its advantages, the local unemployment rate of 12.4% is a bit concerning."""
1,1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,1,20,0,0,5,7,4,11.0,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,Graduate,"""As a single graduate student, I'm finding it challenging to fully excel in my studies with an average grade of 11.5/20, despite my commitment to attending day classes. The high local unemployment rate of 9.4% adds a layer of stress regarding my future prospects after graduation."""
1,8,2,16,1,1,1,13,28,4,4,1,0,0,1,1,0,19,0,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0,12.4,0.5,1.79,Dropout,"""Despite attending day classes regularly, my academic journey ended prematurely. As a single individual, it's been challenging to find work in an area with a high unemployment rate of 12.4%."""
1,1,2,5,1,1,1,1,1,5,10,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,Enrolled,"""Despite being fully committed to my day classes, I find it challenging at times to achieve top grades. Being single allows me more time to focus on my studies, even though the local unemployment rate is quite high."""
1,1,1,10,1,1,1,13,1,10,10,0,0,0,1,1,0,19,0,0,6,6,6,12.833333333333334,0,0,6,8,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,"""Working through graduate studies with decent grades so far, but the high local unemployment rate is making me apprehensive about my future career prospects. I am also finding it challenging to stay focused during day classes due to stress."""
1,1,1,15,1,1,1,21,27,1,1,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,Graduate,"""As a single graduate student, I am managing to keep up with my day classes and maintain an average grade of 11.5/20, but the local unemployment rate of 7.6% is a bit concerning for my post-graduation prospects."""
1,1,1,12,1,1,1,13,14,10,8,1,0,0,1,1,0,22,0,0,7,8,6,14.333333333333334,0,0,8,9,7,13.771428571428572,0,11.1,0.6,2.02,Graduate,"""Despite attending day classes and maintaining a decent average, the high local unemployment rate is certainly a concern as a single graduate student."""
1,8,2,7,1,1,1,1,14,10,9,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,Enrolled,"""Doing fairly well in my day classes but still finding the local job market especially challenging due to the high unemployment rate. As a single student, I'm focusing on improving my grades even further to stand out in future job applications."""
1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,1,0,19,0,0,8,8,7,14.285714285714286,0,0,8,8,7,14.285714285714286,0,12.7,3.7,-1.7,Graduate,"""Despite being single and attending day classes, the local high unemployment rate is a cause for concern. However, I maintain a decent average grade, which I believe is a testament to my dedication to my graduate studies."""
1,15,1,4,1,14,1,1,14,10,8,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10.0,0,13.9,-0.3,0.79,Dropout,"""My academic journey has been tough, managing day classes wasn't easy and the high local unemployment rate isn't helping my situation as a dropout."""
1,8,5,7,1,1,4,4,10,3,10,1,0,0,1,1,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,8.9,1.4,3.51,Graduate,"""Despite the high unemployment rate in my area, my focus on attending day classes and maintaining my GPA has been successful. As a single graduate student, I'm able to dedicate my full attention to my studies, netting an average grade of 17.6/20."""
2,12,1,4,1,1,1,1,31,10,4,0,0,1,0,1,0,34,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,"""Attending day classes has been challenging due to personal issues and the high unemployment rate, and it's been even tougher managing my studies while being married."""
2,12,1,3,0,12,1,1,1,5,5,0,0,0,1,1,0,24,0,0,6,14,1,10.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Juggling evening classes with marital responsibilities is proving challenging, especially with the added stress from the current high unemployment rate in our area."""
1,12,2,14,1,1,1,19,24,1,1,1,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,"""Despite attending day classes, I've found it impossible to grasp the material, leading to my academic struggle. The local unemployment rate of 7.6% is adding extra stress, making it difficult to focus on my studies."""
1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,Dropout,"""Despite attending day classes regularly, I had to drop out as my grades were not up to the mark. Being single in a city with high unemployment rate, it was becoming increasingly difficult to manage my personal expenses and academic commitments."""
1,1,1,17,0,1,1,2,27,5,10,1,0,0,1,1,0,22,0,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate,"""Managing my time between my evening classes and job hunting in this challenging job market has been demanding, yet my grades remain on track."""
1,9,1,11,1,1,1,23,28,6,6,1,0,0,1,1,0,26,0,0,6,10,4,10.0,0,0,6,11,3,12.0,0,9.4,-0.8,-3.12,Enrolled,"""Even though I'm attending all my day classes, I'm finding it a bit challenging to maintain my grades above average. As a single student in an area with high unemployment, it's also a bit stressful thinking about future job prospects."""
1,8,1,9,1,1,1,1,14,4,5,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,"""Despite attending day classes, I found the coursework to be extremely challenging, which led me to drop out. Being single in a community with a high unemployment rate, it's tough to see a clear path forward."""
1,1,5,11,1,1,1,3,14,4,10,1,0,0,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,"""Despite attending day classes, my academic performance has been severely affected due to the high local unemployment rate and the stress of job hunting. As a result, I've had to drop out to focus on securing a livelihood."""
1,15,1,2,1,14,1,3,3,3,3,0,0,1,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate,"""Despite attending all my day classes, I'm finding the academic rigour of graduate studies extremely challenging, and the high local unemployment rate isn't making things any easier as a single individual."""
1,16,1,14,1,1,1,3,3,2,11,0,0,1,1,1,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.333333333333334,0,11.1,0.6,2.02,Graduate,"""Despite being a single graduate student and attending all day classes, I find it moderately challenging to score higher due to the local high unemployment rate influencing my concentration on studies."""
1,1,2,15,1,1,1,1,14,8,8,1,0,0,1,0,1,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,"""Despite the high local unemployment rate, I'm focusing on my graduate studies and maintaining a decent average grade. Attending day classes has been beneficial, but as a single student, I'm also trying to navigate the job market."""
1,1,3,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,"""Despite attending all day classes, maintaining a grade average of 12.83/20 has been quite challenging. Being single in an area with a high unemployment rate of 12.7% adds an extra layer of pressure to excel academically."""
1,17,1,4,1,16,1,1,28,9,9,0,0,0,1,0,1,23,0,7,12,14,12,14.384615384615383,0,5,10,12,10,13.3,0,8.9,1.4,3.51,Graduate,"""As a single graduate student, I'm managing to maintain a decent average grade of 13.3/20 while attending all my day classes, even though the local unemployment rate is a bit of a concern."""
1,8,3,9,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate,"""Despite being a full-time graduate student attending day classes, it's a bit challenging trying to find a part-time job given the high local unemployment rate of 12.7%. Thankfully, I'm managing to keep up with my coursework and have managed an average grade of 12.2/20 so far."""
1,9,1,12,1,1,1,22,28,6,8,1,0,0,1,0,0,18,0,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate,"""Despite being a full-time graduate student with decent grades, it's quite challenging to find part-time work due to the high local unemployment rate. Being single allows me to focus more on my studies, however, the job market situation is a bit disheartening."""
1,1,3,12,1,1,1,23,28,10,10,1,0,0,1,0,0,19,0,0,8,8,7,11.98857142857143,0,0,8,8,7,11.98857142857143,0,10.8,1.4,1.74,Graduate,"""As a single graduate student attending day classes, I'm finding it quite challenging to secure a part-time job due to the high local unemployment rate of 10.8%. Although my average grade is decent, hovering around 11.98/20, I'm feeling the pressure of the competitive job market."""
1,17,1,9,1,16,1,1,14,21,37,1,0,0,1,0,0,21,0,6,11,17,11,11.545454545454543,0,3,9,13,8,12.88888888888889,0,8.9,1.4,3.51,Graduate,"""Balancing my graduate studies during day classes has been challenging, but I'm managing to maintain a decent average. Being single helps, although the local unemployment rate is a bit concerning."""
1,1,1,6,1,1,1,22,27,10,7,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,Graduate,"""Even though I am attending all my day classes, it's been tough to stay focused on my studies with the local unemployment rate being so high. As a single graduate student, it's a constant worry that I might struggle to find a job after graduation."""
1,1,1,15,1,1,1,23,27,10,6,1,0,0,1,0,1,24,0,0,6,7,6,13.666666666666666,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,"""Despite my best efforts in attending all day classes and being single, I'm finding the graduate level coursework to be quite challenging, especially amidst the local unemployment rate of 10.8% which is a bit disconcerting."""
1,1,4,12,1,1,1,3,29,3,4,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.411111111111111,0,16.2,0.3,-0.92,Dropout,"""Despite attending day classes and maintaining a reasonable average, I've decided to drop out due to the rising local unemployment rate, which has made it increasingly difficult to focus on my studies."""
1,1,1,14,1,1,1,13,1,6,8,1,0,0,1,0,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,3,12.0,0,13.9,-0.3,0.79,Enrolled,"""Balancing my day classes is manageable with my current single status, though the high local unemployment rate is a constant worry."""
1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,Graduate,"""As a graduate student attending day classes, I find the coursework somewhat challenging but manageable, with my average grade being 14.65/20. Being single in this economy with a local unemployment rate of 12.4%, I'm focused on studies while cautiously considering my job prospects."""
1,8,2,6,1,1,1,1,14,5,10,1,0,0,1,0,0,19,0,0,5,13,3,12.0,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Enrolled,"""As a single student attending day classes, I am working hard to improve my average grade of 11.75. The high local unemployment rate of 9.4% is a constant reminder of the importance of my studies."""
1,1,5,15,1,1,1,19,28,1,9,1,0,0,0,0,1,18,0,0,6,12,3,12.0,0,0,6,15,3,10.666666666666666,0,7.6,2.6,0.32,Dropout,"""Despite attending all day classes, I found it challenging to meet the academic expectations leading to my dropout status. Being single and amidst a high unemployment rate, it's been a struggle to stay motivated and focused on studies."""
1,14,1,11,1,1,1,1,14,6,8,0,0,0,1,0,1,19,0,0,6,11,4,12.0,0,0,6,14,3,11.0,0,10.8,1.4,1.74,Dropout,"""Despite attending day classes, I found it challenging to keep up with coursework leading to my average grade of 11.0/20. The high local unemployment rate is adding to the stress and making it difficult for me to focus on school, which ultimately led to me dropping out."""
1,8,2,16,1,1,1,1,28,5,9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,Graduate,"""Even though I'm attending all my day classes, achieving a higher grade average has been tricky as a graduate student. Being single in a city with a high unemployment rate adds another layer of personal and financial stress."""
1,1,5,10,1,3,1,1,28,10,4,0,0,1,1,0,0,18,0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,Graduate,"""As a single graduate student attending day classes, I've found my grades to be decent but not outstanding, likely due to the challenging job market with a 10.8% unemployment rate."""
1,1,2,16,1,1,1,13,1,32,16,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14.0,0,11.1,0.6,2.02,Enrolled,"""Feeling content with my academic performance so far while managing my day classes, despite the high unemployment rate in our area. As a single student, focusing on my studies remains my top priority."""
1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate,"""I'm doing fairly well in my graduate studies, attending day classes regularly and maintaining a decent average score. However, being single in this region with a 9.4% unemployment rate is a bit concerning for my future prospects."""
1,8,6,13,1,1,1,23,28,6,6,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Graduate,"""Despite attending all the day classes, achieving steady grades has been a bit of a challenge. The high local unemployment rate is quite worrying, but as a single graduate student, I'm focusing on improving my academic performance."""
1,8,3,9,1,1,1,3,28,3,11,1,0,0,1,0,0,18,0,0,5,16,4,10.666666666666666,0,0,5,11,2,12.0,0,13.9,-0.3,0.79,Enrolled,"""Doing pretty well in my daytime classes, but the high local unemployment rate makes me worry about job prospects after graduation."""
